To,From
Anthanassa tulcis,Phylloicus aeneus
Anthanassa tulcis,Polistes dorsalis
Anthanassa tulcis,Polistes instabilis
Anthanassa tulcis,Protoptila bicornuta
Anthanassa tulcis,Rhynchophorus palmarum
Anthanassa tulcis,Scaptotrigona mexicana
Anthanassa tulcis,Scaptotrigona pectoralis
Anthanassa tulcis,Siproeta stelenes
Anthanassa tulcis,Smicridea calopa
Anthanassa tulcis,Smicridea fasciatella
Anthanassa tulcis,Smicridea lobata
Anthanassa tulcis,Smicridea radula
Anthanassa tulcis,Smicridea rara
Anthanassa tulcis,Smicropus laeta
Anthanassa tulcis,Syngamia florella
Anthanassa tulcis,Tapinoma melanocephalum
Anthanassa tulcis,Thecla bathildis
Anthanassa tulcis,Trigona fulviventris
Anthanassa tulcis,Triplectides flintorum
Anthanassa tulcis,Turesis lucas
Anthanassa tulcis,Umbonia crassicornis
Anthanassa tulcis,Urbanus dorantes
Anthanassa tulcis,Urbanus procne
Anthanassa tulcis,Wormaldia planae
Anthanassa tulcis,Xenophanes tryxus
Anticarsia gemmatalis,Apis mellifera
Anticarsia gemmatalis,Ascalapha odorata
Anticarsia gemmatalis,Atopsyche erigia
Anticarsia gemmatalis,Atta cephalotes
Anticarsia gemmatalis,Brachygastra mellifica
Anticarsia gemmatalis,Burnsius burnsi
Anticarsia gemmatalis,Caicella calchas
Anticarsia gemmatalis,Caligo telamonius
Anticarsia gemmatalis,Callicista columella
Anticarsia gemmatalis,Canesia canescens
Anticarsia gemmatalis,Chimarra acuta
Anticarsia gemmatalis,Chimarra angustipennis
Anticarsia gemmatalis,Chimarra bicolor
Anticarsia gemmatalis,Chimarra laguna
Anticarsia gemmatalis,Chimarra onchyrhina
Anticarsia gemmatalis,Chimarra ortiziana
Anticarsia gemmatalis,Chimarra ridleyi
Anticarsia gemmatalis,Chimarra setosa
Anticarsia gemmatalis,Chimarra texana
Anticarsia gemmatalis,Chioides catillus
Anticarsia gemmatalis,Chlosyne lacinia
Anticarsia gemmatalis,Clogmia albipunctatus
Anticarsia gemmatalis,Clytius clytius
Anticarsia gemmatalis,Danaus gilippus
Anticarsia gemmatalis,Danaus plexippus
Anticarsia gemmatalis,Dione moneta
Anticarsia gemmatalis,Dryas iulia
Anticarsia gemmatalis,Emesis tenedia
Anticarsia gemmatalis,Eurema daira
Anticarsia gemmatalis,Hamadryas feronia
Anticarsia gemmatalis,Hamadryas guatemalena
Anticarsia gemmatalis,Heliconius charithonia
Anticarsia gemmatalis,Heliconius ismenius
Anticarsia gemmatalis,Helicopsyche tuxtlensis
Anticarsia gemmatalis,Heliopetes macaira
Anticarsia gemmatalis,Hemiargus ceraunus
Anticarsia gemmatalis,Hypanartia lethe
Anticarsia gemmatalis,Icerya purchasi
Anticarsia gemmatalis,Leptonema acutum
Anticarsia gemmatalis,Leptonema albovirens
Anticarsia gemmatalis,Leptonema pallidum
Anticarsia gemmatalis,Leptonema plicatum
Anticarsia gemmatalis,Macronema variipenne
Anticarsia gemmatalis,Melete lycimnia
Anticarsia gemmatalis,Nectopsyche dorsalis
Anticarsia gemmatalis,Nectopsyche gemmoides
Anticarsia gemmatalis,Nyctelius nyctelius
Anticarsia gemmatalis,Oarisma minima
Anticarsia gemmatalis,Oecetis punctata
Anticarsia gemmatalis,Oncopeltus cingulifer
Anticarsia gemmatalis,Panoquina ocola
Anticarsia gemmatalis,Papilio anchisiades
Anticarsia gemmatalis,Pareuptychia hesione
Anticarsia gemmatalis,Parides erithalion
Anticarsia gemmatalis,Perdita obscuripennis
Anticarsia gemmatalis,Pereute charops
Anticarsia gemmatalis,Philophyllia guttulata
Anticarsia gemmatalis,Phoebis sennae
Anticarsia gemmatalis,Phyciodes picta
Anticarsia gemmatalis,Phylloicus aeneus
Anticarsia gemmatalis,Polistes dorsalis
Anticarsia gemmatalis,Polistes instabilis
Anticarsia gemmatalis,Protoptila bicornuta
Anticarsia gemmatalis,Rhynchophorus palmarum
Anticarsia gemmatalis,Scaptotrigona mexicana
Anticarsia gemmatalis,Scaptotrigona pectoralis
Anticarsia gemmatalis,Siproeta stelenes
Anticarsia gemmatalis,Smicridea calopa
Anticarsia gemmatalis,Smicridea fasciatella
Anticarsia gemmatalis,Smicridea lobata
Anticarsia gemmatalis,Smicridea radula
Anticarsia gemmatalis,Smicridea rara
Anticarsia gemmatalis,Smicropus laeta
Anticarsia gemmatalis,Syngamia florella
Anticarsia gemmatalis,Tapinoma melanocephalum
Anticarsia gemmatalis,Thecla bathildis
Anticarsia gemmatalis,Trigona fulviventris
Anticarsia gemmatalis,Triplectides flintorum
Anticarsia gemmatalis,Turesis lucas
Anticarsia gemmatalis,Umbonia crassicornis
Anticarsia gemmatalis,Urbanus dorantes
Anticarsia gemmatalis,Urbanus procne
Anticarsia gemmatalis,Wormaldia planae
Anticarsia gemmatalis,Xenophanes tryxus
Apis mellifera,Ascalapha odorata
Apis mellifera,Atopsyche erigia
Apis mellifera,Atta cephalotes
Apis mellifera,Brachygastra mellifica
Apis mellifera,Burnsius burnsi
Apis mellifera,Caicella calchas
Apis mellifera,Caligo telamonius
Apis mellifera,Callicista columella
Apis mellifera,Canesia canescens
Apis mellifera,Chimarra acuta
Apis mellifera,Chimarra angustipennis
Apis mellifera,Chimarra bicolor
Apis mellifera,Chimarra laguna
Apis mellifera,Chimarra onchyrhina
Apis mellifera,Chimarra ortiziana
Apis mellifera,Chimarra ridleyi
Apis mellifera,Chimarra setosa
Apis mellifera,Chimarra texana
Apis mellifera,Chioides catillus
Apis mellifera,Chlosyne lacinia
Apis mellifera,Clogmia albipunctatus
Apis mellifera,Clytius clytius
Apis mellifera,Danaus gilippus
Apis mellifera,Danaus plexippus
Apis mellifera,Dione moneta
Apis mellifera,Dryas iulia
Apis mellifera,Emesis tenedia
Apis mellifera,Eurema daira
Apis mellifera,Hamadryas feronia
Apis mellifera,Hamadryas guatemalena
Apis mellifera,Heliconius charithonia
Apis mellifera,Heliconius ismenius
Apis mellifera,Helicopsyche tuxtlensis
Apis mellifera,Heliopetes macaira
Apis mellifera,Hemiargus ceraunus
Apis mellifera,Hypanartia lethe
Apis mellifera,Icerya purchasi
Apis mellifera,Leptonema acutum
Apis mellifera,Leptonema albovirens
Apis mellifera,Leptonema pallidum
Apis mellifera,Leptonema plicatum
Apis mellifera,Macronema variipenne
Apis mellifera,Melete lycimnia
Apis mellifera,Nectopsyche dorsalis
Apis mellifera,Nectopsyche gemmoides
Apis mellifera,Nyctelius nyctelius
Apis mellifera,Oarisma minima
Apis mellifera,Oecetis punctata
Apis mellifera,Oncopeltus cingulifer
Apis mellifera,Panoquina ocola
Apis mellifera,Papilio anchisiades
Apis mellifera,Pareuptychia hesione
Apis mellifera,Parides erithalion
Apis mellifera,Perdita obscuripennis
Apis mellifera,Pereute charops
Apis mellifera,Philophyllia guttulata
Apis mellifera,Phoebis sennae
Apis mellifera,Phyciodes picta
Apis mellifera,Phylloicus aeneus
Apis mellifera,Polistes dorsalis
Apis mellifera,Polistes instabilis
Apis mellifera,Protoptila bicornuta
Apis mellifera,Rhynchophorus palmarum
Apis mellifera,Scaptotrigona mexicana
Apis mellifera,Scaptotrigona pectoralis
Apis mellifera,Siproeta stelenes
Apis mellifera,Smicridea calopa
Apis mellifera,Smicridea fasciatella
Apis mellifera,Smicridea lobata
Apis mellifera,Smicridea radula
Apis mellifera,Smicridea rara
Apis mellifera,Smicropus laeta
Apis mellifera,Syngamia florella
Apis mellifera,Tapinoma melanocephalum
Apis mellifera,Thecla bathildis
Apis mellifera,Trigona fulviventris
Apis mellifera,Triplectides flintorum
Apis mellifera,Turesis lucas
Apis mellifera,Umbonia crassicornis
Apis mellifera,Urbanus dorantes
Apis mellifera,Urbanus procne
Apis mellifera,Wormaldia planae
Apis mellifera,Xenophanes tryxus
Ascalapha odorata,Atopsyche erigia
Ascalapha odorata,Atta cephalotes
Ascalapha odorata,Brachygastra mellifica
Ascalapha odorata,Burnsius burnsi
Ascalapha odorata,Caicella calchas
Ascalapha odorata,Caligo telamonius
Ascalapha odorata,Callicista columella
Ascalapha odorata,Canesia canescens
Ascalapha odorata,Chimarra acuta
Ascalapha odorata,Chimarra angustipennis
Ascalapha odorata,Chimarra bicolor
Ascalapha odorata,Chimarra laguna
Ascalapha odorata,Chimarra onchyrhina
Ascalapha odorata,Chimarra ortiziana
Ascalapha odorata,Chimarra ridleyi
Ascalapha odorata,Chimarra setosa
Ascalapha odorata,Chimarra texana
Ascalapha odorata,Chioides catillus
Ascalapha odorata,Chlosyne lacinia
Ascalapha odorata,Clogmia albipunctatus
Ascalapha odorata,Clytius clytius
Ascalapha odorata,Danaus gilippus
Ascalapha odorata,Danaus plexippus
Ascalapha odorata,Dione moneta
Ascalapha odorata,Dryas iulia
Ascalapha odorata,Emesis tenedia
Ascalapha odorata,Eurema daira
Ascalapha odorata,Hamadryas feronia
Ascalapha odorata,Hamadryas guatemalena
Ascalapha odorata,Heliconius charithonia
Ascalapha odorata,Heliconius ismenius
Ascalapha odorata,Helicopsyche tuxtlensis
Ascalapha odorata,Heliopetes macaira
Ascalapha odorata,Hemiargus ceraunus
Ascalapha odorata,Hypanartia lethe
Ascalapha odorata,Icerya purchasi
Ascalapha odorata,Leptonema acutum
Ascalapha odorata,Leptonema albovirens
Ascalapha odorata,Leptonema pallidum
Ascalapha odorata,Leptonema plicatum
Ascalapha odorata,Macronema variipenne
Ascalapha odorata,Melete lycimnia
Ascalapha odorata,Nectopsyche dorsalis
Ascalapha odorata,Nectopsyche gemmoides
Ascalapha odorata,Nyctelius nyctelius
Ascalapha odorata,Oarisma minima
Ascalapha odorata,Oecetis punctata
Ascalapha odorata,Oncopeltus cingulifer
Ascalapha odorata,Panoquina ocola
Ascalapha odorata,Papilio anchisiades
Ascalapha odorata,Pareuptychia hesione
Ascalapha odorata,Parides erithalion
Ascalapha odorata,Perdita obscuripennis
Ascalapha odorata,Pereute charops
Ascalapha odorata,Philophyllia guttulata
Ascalapha odorata,Phoebis sennae
Ascalapha odorata,Phyciodes picta
Ascalapha odorata,Phylloicus aeneus
Ascalapha odorata,Polistes dorsalis
Ascalapha odorata,Polistes instabilis
Ascalapha odorata,Protoptila bicornuta
Ascalapha odorata,Rhynchophorus palmarum
Ascalapha odorata,Scaptotrigona mexicana
Ascalapha odorata,Scaptotrigona pectoralis
Ascalapha odorata,Siproeta stelenes
Ascalapha odorata,Smicridea calopa
Ascalapha odorata,Smicridea fasciatella
Ascalapha odorata,Smicridea lobata
Ascalapha odorata,Smicridea radula
Ascalapha odorata,Smicridea rara
Ascalapha odorata,Smicropus laeta
Ascalapha odorata,Syngamia florella
Ascalapha odorata,Tapinoma melanocephalum
Ascalapha odorata,Thecla bathildis
Ascalapha odorata,Trigona fulviventris
Ascalapha odorata,Triplectides flintorum
Ascalapha odorata,Turesis lucas
Ascalapha odorata,Umbonia crassicornis
Ascalapha odorata,Urbanus dorantes
Ascalapha odorata,Urbanus procne
Ascalapha odorata,Wormaldia planae
Ascalapha odorata,Xenophanes tryxus
Atopsyche erigia,Atta cephalotes
Atopsyche erigia,Brachygastra mellifica
Atopsyche erigia,Burnsius burnsi
Atopsyche erigia,Caicella calchas
Atopsyche erigia,Caligo telamonius
Atopsyche erigia,Callicista columella
Atopsyche erigia,Canesia canescens
Atopsyche erigia,Chimarra acuta
Atopsyche erigia,Chimarra angustipennis
Atopsyche erigia,Chimarra bicolor
Atopsyche erigia,Chimarra laguna
Atopsyche erigia,Chimarra onchyrhina
Atopsyche erigia,Chimarra ortiziana
Atopsyche erigia,Chimarra ridleyi
Atopsyche erigia,Chimarra setosa
Atopsyche erigia,Chimarra texana
Atopsyche erigia,Chioides catillus
Atopsyche erigia,Chlosyne lacinia
Atopsyche erigia,Clogmia albipunctatus
Atopsyche erigia,Clytius clytius
Atopsyche erigia,Danaus gilippus
Atopsyche erigia,Danaus plexippus
Atopsyche erigia,Dione moneta
Atopsyche erigia,Dryas iulia
Atopsyche erigia,Emesis tenedia
Atopsyche erigia,Eurema daira
Atopsyche erigia,Hamadryas feronia
Atopsyche erigia,Hamadryas guatemalena
Atopsyche erigia,Heliconius charithonia
Atopsyche erigia,Heliconius ismenius
Atopsyche erigia,Helicopsyche tuxtlensis
Atopsyche erigia,Heliopetes macaira
Atopsyche erigia,Hemiargus ceraunus
Atopsyche erigia,Hypanartia lethe
Atopsyche erigia,Icerya purchasi
Atopsyche erigia,Leptonema acutum
Atopsyche erigia,Leptonema albovirens
Atopsyche erigia,Leptonema pallidum
Atopsyche erigia,Leptonema plicatum
Atopsyche erigia,Macronema variipenne
Atopsyche erigia,Melete lycimnia
Atopsyche erigia,Nectopsyche dorsalis
Atopsyche erigia,Nectopsyche gemmoides
Atopsyche erigia,Nyctelius nyctelius
Atopsyche erigia,Oarisma minima
Atopsyche erigia,Oecetis punctata
Atopsyche erigia,Oncopeltus cingulifer
Atopsyche erigia,Panoquina ocola
Atopsyche erigia,Papilio anchisiades
Atopsyche erigia,Pareuptychia hesione
Atopsyche erigia,Parides erithalion
Atopsyche erigia,Perdita obscuripennis
Atopsyche erigia,Pereute charops
Atopsyche erigia,Philophyllia guttulata
Atopsyche erigia,Phoebis sennae
Atopsyche erigia,Phyciodes picta
Atopsyche erigia,Phylloicus aeneus
Atopsyche erigia,Polistes dorsalis
Atopsyche erigia,Polistes instabilis
Atopsyche erigia,Protoptila bicornuta
Atopsyche erigia,Rhynchophorus palmarum
Atopsyche erigia,Scaptotrigona mexicana
Atopsyche erigia,Scaptotrigona pectoralis
Atopsyche erigia,Siproeta stelenes
Atopsyche erigia,Smicridea calopa
Atopsyche erigia,Smicridea fasciatella
Atopsyche erigia,Smicridea lobata
Atopsyche erigia,Smicridea radula
Atopsyche erigia,Smicridea rara
Atopsyche erigia,Smicropus laeta
Atopsyche erigia,Syngamia florella
Atopsyche erigia,Tapinoma melanocephalum
Atopsyche erigia,Thecla bathildis
Atopsyche erigia,Trigona fulviventris
Atopsyche erigia,Triplectides flintorum
Atopsyche erigia,Turesis lucas
Atopsyche erigia,Umbonia crassicornis
Atopsyche erigia,Urbanus dorantes
Atopsyche erigia,Urbanus procne
Atopsyche erigia,Wormaldia planae
Atopsyche erigia,Xenophanes tryxus
Atta cephalotes,Brachygastra mellifica
Atta cephalotes,Burnsius burnsi
Atta cephalotes,Caicella calchas
Atta cephalotes,Caligo telamonius
Atta cephalotes,Callicista columella
Atta cephalotes,Canesia canescens
Atta cephalotes,Chimarra acuta
Atta cephalotes,Chimarra angustipennis
Atta cephalotes,Chimarra bicolor
Atta cephalotes,Chimarra laguna
Atta cephalotes,Chimarra onchyrhina
Atta cephalotes,Chimarra ortiziana
Atta cephalotes,Chimarra ridleyi
Atta cephalotes,Chimarra setosa
Atta cephalotes,Chimarra texana
Atta cephalotes,Chioides catillus
Atta cephalotes,Chlosyne lacinia
Atta cephalotes,Clogmia albipunctatus
Atta cephalotes,Clytius clytius
Atta cephalotes,Danaus gilippus
Atta cephalotes,Danaus plexippus
Atta cephalotes,Dione moneta
Atta cephalotes,Dryas iulia
Atta cephalotes,Emesis tenedia
Atta cephalotes,Eurema daira
Atta cephalotes,Hamadryas feronia
Atta cephalotes,Hamadryas guatemalena
Atta cephalotes,Heliconius charithonia
Atta cephalotes,Heliconius ismenius
Atta cephalotes,Helicopsyche tuxtlensis
Atta cephalotes,Heliopetes macaira
Atta cephalotes,Hemiargus ceraunus
Atta cephalotes,Hypanartia lethe
Atta cephalotes,Icerya purchasi
Atta cephalotes,Leptonema acutum
Atta cephalotes,Leptonema albovirens
Atta cephalotes,Leptonema pallidum
Atta cephalotes,Leptonema plicatum
Atta cephalotes,Macronema variipenne
Atta cephalotes,Melete lycimnia
Atta cephalotes,Nectopsyche dorsalis
Atta cephalotes,Nectopsyche gemmoides
Atta cephalotes,Nyctelius nyctelius
Atta cephalotes,Oarisma minima
Atta cephalotes,Oecetis punctata
Atta cephalotes,Oncopeltus cingulifer
Atta cephalotes,Panoquina ocola
Atta cephalotes,Papilio anchisiades
Atta cephalotes,Pareuptychia hesione
Atta cephalotes,Parides erithalion
Atta cephalotes,Perdita obscuripennis
Atta cephalotes,Pereute charops
Atta cephalotes,Philophyllia guttulata
Atta cephalotes,Phoebis sennae
Atta cephalotes,Phyciodes picta
Atta cephalotes,Phylloicus aeneus
Atta cephalotes,Polistes dorsalis
Atta cephalotes,Polistes instabilis
Atta cephalotes,Protoptila bicornuta
Atta cephalotes,Rhynchophorus palmarum
Atta cephalotes,Scaptotrigona mexicana
Atta cephalotes,Scaptotrigona pectoralis
Atta cephalotes,Siproeta stelenes
Atta cephalotes,Smicridea calopa
Atta cephalotes,Smicridea fasciatella
Atta cephalotes,Smicridea lobata
Atta cephalotes,Smicridea radula
Atta cephalotes,Smicridea rara
Atta cephalotes,Smicropus laeta
Atta cephalotes,Syngamia florella
Atta cephalotes,Tapinoma melanocephalum
Atta cephalotes,Thecla bathildis
Atta cephalotes,Trigona fulviventris
Atta cephalotes,Triplectides flintorum
Atta cephalotes,Turesis lucas
Atta cephalotes,Umbonia crassicornis
Atta cephalotes,Urbanus dorantes
Atta cephalotes,Urbanus procne
Atta cephalotes,Wormaldia planae
Atta cephalotes,Xenophanes tryxus
Brachygastra mellifica,Burnsius burnsi
Brachygastra mellifica,Caicella calchas
Brachygastra mellifica,Caligo telamonius
Brachygastra mellifica,Callicista columella
Brachygastra mellifica,Canesia canescens
Brachygastra mellifica,Chimarra acuta
Brachygastra mellifica,Chimarra angustipennis
Brachygastra mellifica,Chimarra bicolor
Brachygastra mellifica,Chimarra laguna
Brachygastra mellifica,Chimarra onchyrhina
Brachygastra mellifica,Chimarra ortiziana
Brachygastra mellifica,Chimarra ridleyi
Brachygastra mellifica,Chimarra setosa
Brachygastra mellifica,Chimarra texana
Brachygastra mellifica,Chioides catillus
Brachygastra mellifica,Chlosyne lacinia
Brachygastra mellifica,Clogmia albipunctatus
Brachygastra mellifica,Clytius clytius
Brachygastra mellifica,Danaus gilippus
Brachygastra mellifica,Danaus plexippus
Brachygastra mellifica,Dione moneta
Brachygastra mellifica,Dryas iulia
Brachygastra mellifica,Emesis tenedia
Brachygastra mellifica,Eurema daira
Brachygastra mellifica,Hamadryas feronia
Brachygastra mellifica,Hamadryas guatemalena
Brachygastra mellifica,Heliconius charithonia
Brachygastra mellifica,Heliconius ismenius
Brachygastra mellifica,Helicopsyche tuxtlensis
Brachygastra mellifica,Heliopetes macaira
Brachygastra mellifica,Hemiargus ceraunus
Brachygastra mellifica,Hypanartia lethe
Brachygastra mellifica,Icerya purchasi
Brachygastra mellifica,Leptonema acutum
Brachygastra mellifica,Leptonema albovirens
Brachygastra mellifica,Leptonema pallidum
Brachygastra mellifica,Leptonema plicatum
Brachygastra mellifica,Macronema variipenne
Brachygastra mellifica,Melete lycimnia
Brachygastra mellifica,Nectopsyche dorsalis
Brachygastra mellifica,Nectopsyche gemmoides
Brachygastra mellifica,Nyctelius nyctelius
Brachygastra mellifica,Oarisma minima
Brachygastra mellifica,Oecetis punctata
Brachygastra mellifica,Oncopeltus cingulifer
Brachygastra mellifica,Panoquina ocola
Brachygastra mellifica,Papilio anchisiades
Brachygastra mellifica,Pareuptychia hesione
Brachygastra mellifica,Parides erithalion
Brachygastra mellifica,Perdita obscuripennis
Brachygastra mellifica,Pereute charops
Brachygastra mellifica,Philophyllia guttulata
Brachygastra mellifica,Phoebis sennae
Brachygastra mellifica,Phyciodes picta
Brachygastra mellifica,Phylloicus aeneus
Brachygastra mellifica,Polistes dorsalis
Brachygastra mellifica,Polistes instabilis
Brachygastra mellifica,Protoptila bicornuta
Brachygastra mellifica,Rhynchophorus palmarum
Brachygastra mellifica,Scaptotrigona mexicana
Brachygastra mellifica,Scaptotrigona pectoralis
Brachygastra mellifica,Siproeta stelenes
Brachygastra mellifica,Smicridea calopa
Brachygastra mellifica,Smicridea fasciatella
Brachygastra mellifica,Smicridea lobata
Brachygastra mellifica,Smicridea radula
Brachygastra mellifica,Smicridea rara
Brachygastra mellifica,Smicropus laeta
Brachygastra mellifica,Syngamia florella
Brachygastra mellifica,Tapinoma melanocephalum
Brachygastra mellifica,Thecla bathildis
Brachygastra mellifica,Trigona fulviventris
Brachygastra mellifica,Triplectides flintorum
Brachygastra mellifica,Turesis lucas
Brachygastra mellifica,Umbonia crassicornis
Brachygastra mellifica,Urbanus dorantes
Brachygastra mellifica,Urbanus procne
